Text,Sentiment
it was false advertisement,-1
it was far from like new,-1
it was fast,1
it was fine,1
it was fine both the charger did n't work at all,-1
it was generic,-1
it was gift to my sister,0
it was good,1
it was good,1
it was great,1
it was great while it lasted,1
it was in mint condition,1
it was in perfect condition,1
it was jacked up on the sides,-1
it was just unlocked 2 ) my iphone reboots itself,-1
it was just what i expected,1
it was kind of a bummer that i had to go to the apple store,0
it was listed new,1
it was locked,-1
it was more,0
it was more than i expected,1
it was n't,-1
it was n't,-1
it was n't anymore,-1
it was n't significant at all,0
it was n't what i was expected i ordered a new unlocked phone,-1
it was n't what was described,-1
it was new,1
it was not,-1
it was not defective when we sent,0
it was not unlocked as advertised,-1
it was not unlocked as it was claimed,-1
it was not unlocked so i couldnt use it anyway,-1
it was ok,0
it was on the box new,1
it was perfect,1
it was perfect,1
it was properly listed,1
it was really easy to buy,1
it was recently purchased,0
it was shipped on time,1
it was slow,-1
it was so good,1
it was so good,1
it was still locked,-1
it was unlocked,0
it was unlocked as advertised,1
it was upto the mark,1
it was very good,1
it was very good,1
it was very good decision to buy this iphone,1
it was very light,1
it was worth the money,1
it wasnt cheap at all,-1
it went from 100 % charged to 56 % just playing a 3min youtube video,-1
it will be much more worth it to just spend the extra 200,-1
it will become frustrating over time,-1
it will charge completly in like 30 minuties,-1
it will give you problems,-1
it will jump up to 40 %,0
it will notify me,1
it wo n't charge unless you push the charging pin down,-1
it wont connect to wifi,-1
it worked great,1
it worked great before he lost it ~,1
it worked just fine,1
it worked long enough for me to start the phone,-1
it worked right away,1
it works,1
it works,1
it works,1
it works as expected,1
it works as new as ever,1
it works fine for now,1
it works fine now,1
it works good,1
it works great,1
it works great,1
it works in the country i am in,1
it works just fine,1
it works like new,1
it works nicely in venezuela,1
it works perfectkg with cricket wireless,1
it works perfectly,1
it works perfectly,1
it works perfectly,1
it works perfectly fine,1
it works perfectly fine,1
it works really well,1
it works well,1
it worth the upgrade,1
it would also die whenever it got to about 40 % charge,-1
it would be charged,0
it would have been better if i had used that money to pay me some vacations,0
it would last me the whole day,1
it would n't even turn on for about 4 hours,-1
it would n't work here in the caribbean ( trinidad ),0
it would not do anything,-1
it would not hold a charge,-1
it would not recharge,-1
it would pop up,0
it would still be less expensive than buying in the apple store,1
it would turn off when it was n't even uncharged,-1
it wouldnt work till i pulled it out,0
it_—Ès now more developed,1
item arrived exactly as described,1
item as described,1
item delivered on time,1
item new,0
item received on time,1
its,0
its a lot easier to pay 200 than to come buy an unlocked one,0
its already messed it,-1
its also smarter to buy an unlocked one if you are considering signing a contract- phone contracts suck,0
its amazing,1
its basically my baby ) so i googled this issue,0
its battery is really bad,-1
its delivery was very fast,1
its functionality,0
its good they process the refund right away when they received the item,1
its great,1
its not a new phone as advertised,-1
its not an original screen its duplicate,-1
its not going away,-1
its not not its transparent,-1
its not the quality that was advertised at all i will not be buying anything else from here,-1
its now tfw - > net10 wireless just to show you that the phone is unlock,-1
its okay,1
its really like new,1
its realy good,1
its the best,1
its the best thing ever even though i do n't have one it is awesome i play on my kids all the tine,1
its too small,-1
its true when i received the item its not sealed,-1
its very easy to use,1
its very fast,1
its very frustrating,-1
its very nice phone,1
its very noticable,1
itunes is getting worse,-1
iv'e had an i phone before purchasing one from them,0
ive had my phone 1 year,0
jdnt,0
jobs,0
just a little on the back,0
just a minor scratches at the top,0
just after a week of using the phone the charger gave out,-1
just as advert’_sed,1
just as advertised,1
just as described,1
just as described,1
just as described,1
just as expected,1
just came from apple store,0
just change the sim card,0
just downloaded the app,0
just go,0
just know the description of its functionality may be exaggerated,-1
just know their software updates are usually months late,-1
just like it said it was unlocked,1
just like new,1
just make sure you check all merchandise before shipment,0
just minor glitch,-1
just one app with all the other ones closed,-1
just perfect,1
just perfect,1
just purchased an iphone 5,0
just pure android,1
just read the other reviews,0
just realized after couple of days that the charger does not work,-1
just simply lied about the sim being unlocked,-1
just wish it had a larger screen like galaxy,-1
keep showing battery dead,-1
keep the phone which again works good,1
keep up the good job,0
keeps her busy enough so she is n't verbally `` assisting '' my driving as much as normal,1
keeps turning off,-1
kept attempting to charge,-1
kept giving me the message that `` memory full '' with a number around 12,-1
kicking myself,-1
kinda freaked me out,-1
last thing i wanted to say,0
last week,0
last year i brought a new iphone 5 for my wife,0
lasts for a long time,1
lasts less than half day,-1
lasts long even after heavy use,1
later,0
later,0
latest ios,1
launching apps,0
leave the rest on my g mail account,0
less dependent on my office,1
less practical phone with an incredible camera,-1
less so with the nexus 4,0
less than 2,0
let 's hope their new leader does n't forget his companies ' priorities,0
let 's look at the camera app,0
let me know what was going on with my order,0
let you know when the next time the lakers are playing,1
lets you know you are not using an official apple charger,-1
letting go of my samsung because of this,1
lied to me,-1
light,1
light,1
lighter,1
lightness just make this thing beautiful,1
lightning usb cable broken,-1
lightweight take a long time to turn on easy to use 16 gb is too small ( can upgrade ) very nice clean look good battery life fast charging good sound quality great picture quality overall this is a great phone,1
like i said earlier,0
like it always on time,1
like its ancestor,0
like microsoft windows phones,0
like new,1
like new,1
like new,1
like new,1
like new,1
like the title,1
like they never existed,0
like within 30 minutes of using it,-1
likes a new iphone,1
line as well,0
lines were visible,-1
little damage on the sides as described in the product description page,-1
little defect in the back,-1
loads of app in appstore,1
loads quickly,1
lock button does n't function quite well,-1
lock buttons does n't work,-1
locked,0
lol,0
lol,0
long battery life,1
long lasting battery life,1
long story short,0
long story short,0
look,0
look like new,1
looked at multiple reviews to help me decide between the samsung galaxy s 4,0
looked brand new,1
lookes like new,1
looks,0
looks 100 % new,1
looks are like new one,1
looks good,1
looks great,1
looks great,1
looks like brand new,1
looks like new,1
looks nice,1
looks ok,0
losing battery,-1
lots are also free,0
lots of scratches,-1
love,1
love,0
love it,1
love it,1
love it,1
love it,1
love it,1
love it,1
love it,1
love it,1
love it,1
love it i 'm an iphone fan have done the androids galaxys ect sticking w apple,1
love it very nice,1
love it works great,1
love my iphone,1
love my iphone 5,1
love my new phone,1
love the iphone 5 16gb black,1
love the item,1
loved it,1
loved it,1
loved it i can only imagine what there like now they look 10000x better cant wait to buy the iphone 5s,1
loved the phone,1
loved the upgrade,1
loved this phone,1
loving it so far,1
loving that it sends emails,1
low battery life,-1
low screen resolution,-1
loyal customer of amazon,0
lte,0
lte,0
lte support,1
m blessed to have a phone,1
mac because of the file management system,0
mac still has it,0
made it feel like i had a new phone,1
made the same announcement after three minutes,0
mainly,0
maintaining a social life,0
major drawbacks ( whether it be software,-1
makes it easy to hold in your hand,1
makes it possible to use your phone hands free,1
makes sim card transfer simple,1
making it another annoying step in the process,-1
malware,0
many apps are available,0
many buyers complain that they bought the iphone 5 unlocked,0
many more apps than its competitors,1
many of which do not exist on android,0
many people know about that,0
many times i ca n't find those settings,-1
maximum rate for this product because there is nothing that equals an iphone 5,1
maybe 5 hours usage for internet browsing without wifi,-1
me a former android phone i think apple are the best,1
mean while i spent a good part of mother 's day trying to convince at & t that i am a victim here,-1
meet my expectation,1
meets my expectations flawlessly,1
memory,0
menu '' buttons,0
met all my expectations,1
met all my expectations,1
metal door,0
metro pcs,0
metro pcs,0
mic did n't work,-1
michael jordon,0
mindfull when buying one,-1
mine is not working well for sound i liked apple before i buy,-1
mine melted,-1
mines was brand new,1
minimal chipping on the back,1
minimum scratches,1
minus the new iphone 's incremental upgrade,-1
misleading,-1
missing charger,-1
mobidev '' `` > dear maria,0
model a1429,0
model a1429 unlocked 16gb,0
money,0
money,0
money like i have,0
money on this device should done my homework,0
more,0
more frills,1
more ram ( though that does n't matter in real life ),1
more reviews in the next week as i get to know the battery condition of this phone,0
more than i expected,1
most apps in the appstore were free,1
most def will be returning this phone,-1
most importantly,0
most likely,1
most of the 4,0
most of the day my phone is off,-1
most of the phones had major shortcomings ( no/late updates,-1
most of the time would not let me control it- it would start opening applications by itself,-1
most tasks seem faster on the skinned version of the phones,1
moved onto a 4-inch on the iphone 5,0
mr,0
much easier to hold,1
much like samsung kies,0
much lower quality than my previous samsung on the same network,-1
much more that what i expected,1
much of anything,0
much of my data ( songs,0
much quieter,0
multiple tethering type options,0
music,0
music,0
music apps like animoog,0
muy bueno,0
my battery life is terrible,-1
my biggest concern was that i would get the phone,0
my biggest problem is the battery,-1
my brother is so happy with this apple,1
my browsing is faster then when used the iphone 4,1
my camera,0
my child loves it,1
my credit card company,0
my dad has a basic sampsung flip phone,0
my dad loved it,1
my daughter,0
my daughter is so pleased with this iphone,1
my daughter is very happy with this iphone,1
my daughter loves it,1
my expectations are really met,1
my experience was the opposite,-1
my experience with emvp-mobile was fantastic,1
my experience with it was not good,-1
my first apple product i-phone 4 is still working,1
my first personal iphone ( had many for work ),0
my grandson is enjoying his refurbished phone,1
my hands never want to put my iphone 5 away,1
my husband 's birthday,0
my husband has the apple iphone 5,0
my iphone 5 came with a crack on lower right corner of the screen,-1
my iphone 5 leaked battery after 1,-1
my iphone 5 was much better than my sister 's iphone 4s model,1
my iphone began to have issues,-1
my iphone is not working,-1
my iphone was very easy to navigate,1
my item did not even turn on,-1
my life changed with iphone 5,1
my local provider advised that there is a password on the phone,0
my locking button is working badly,-1
my mac is too old ( 5/6 years ) does n't upgrade anymore ( preposterous ),0
my macbook pro can not find the device to upload photos,-1
my mum had an iphone 5,0
my mum would have to go outside to get decent reception so she could go on facebook,-1
my old andriod phone was regularly locking up,-1
my old android phone for such a basic task disappoints me,-1
my only complain is that it had the instruction in chinese language only,-1
my only complaint is that the charger is not apple,-1
my phone back was scratched,-1
my phone came on time,1
my phone has no sound while making a call,-1
my phone looks more metallic blue,0
my phone was just as advertised,1
my phone was on 48 %,0
my phone wo n't sync to itunes,-1
my sams universal content/sharing,0
my screen has some squares on it,-1
my screen was a little cracked,-1
my service provider,0
my sim card worked,1
my son is thrilled,1
my son love his new phone,1
my son loves it,1
my son was super excited ( gift for him ),1
my teen will be so thrilled on her birthday next month,0
my wife,0
my wife loves it,1
my work e-mail,1
navigate,0
navigation,0
need to contact the seller now for a replacement of charger,-1
need to press hard the touchscreen to work,-1
need to use my laptop computer,0
needed help from an expert,0
net/ can i pre-order iphone 6 in august,0
never again,-1
never again will i buy an iphone,-1
never buy iphones again,-1
never did,-1
never expect this many scratches,-1
never got an answer,-1
never purchased the phone sorry,0
never refunded the money,-1
never turned back on,-1
new,0
new,1
new,1
new,1
new & unlocked,1
new car charger,0
new durable cover,0
new features,1
new in box,1
new like brand,1
new with low price,1
next time,0
nexus 4,0
nexus 4 also seems super fat now lol,-1
nexus 4 does it,1
nexus phones on the other hand,0
nice,1
nice,1
nice,1
nice,1
nice,1
nice,1
nice,1
nice deal,1
nice iphone,1
nice phone,1
nice phone,1
nice phone,1
nice phone,1
nice phone,1
nice phone,1
nice phone,1
nice phone at a good price,1
nice phone charger does n't work properly,-1
nice phone fast shipped,1
nice product quality,1
nice to see coming from android,0
nicks,-1
nicol’çs gamboa,0
no,0
no 3rd party apps needed,1
no accessories,-1
no accessories,-1
no amount of restores will work,-1
no at a glance information like widgets,-1
no complains at all,1
no complaints,1
no complaints,1
no damage,1
no damages,1
no good,-1
no good,-1
no good thes iphone no working,-1
no headphones no case no box,-1
no issues so far,1
no malfunctions,1
no more online shopping,-1
no more words are required,0
no nfc,-1
no overlay skins,1
no phone out is as smooth,1
no problem has been found since i got it,1
no problems,1
no problems,1
no problems at all its legit,1
no problems there,0
no problems what so ever,1
no problems what so ever,1
no problems with the phone so far,1
no response when i sent complaint,-1
no scratch,1
no scratches,1
no scratches,1
no scratches,1
no scratches,1
no scratches no dings no nothing,1
no side tab ),0
noise canceling for better audio,1
nokia sells more cellphones than the other four major brands combined,0
not,0
not a bad deal,1
not a problem with it,1
not a scratch,1
not a scratch on it,1
not a single problem,1
not an iphone 5,0
not apple original products,-1
not at all what i expected from the description,-1
not being tied down to a specific place such as a library,1
not brand new,-1
not buying i-phones any more,-1
not coming with a charger kinda sucks,-1
not even 2 hours the battrey drop untill 50 procent,-1
not even a month,-1
not even idle ),0
not everybody has time to refund everything when it 's lame,-1
not feel like you 're swimming in malware-infected waters whenever you 're browsing for a new app is 2/3 of the reason iphone remains so successful,0
not from me i 'd give a 0,0
not full my expectations,-1
not good,-1
not had insurance,0
not iphone serial no phone in your casing,-1
not listen well,-1
not met my expectations,-1
not new,-1
not not not,0
not on ios,0
not only the wire,0
not quantity,0
not really sure because it was before samsung really had a `` hit '' phone,0
not recommended,-1
not recommended,-1
not recommended,-1
not so much,0
not sound quality ) i do wish it came in more colors,0
not sure,0
not that i ever tried,0
not the most recent iphone as expected,0
not the other way around,0
not to make you want to smash it against the sidewalk,0
not unlocked,-1
not unlocked,-1
not uplook,-1
not used ones for the purpose of avoiding additional cost,0
not what i buy,-1
not what i expected,-1
not what i had hoped for,-1
not worth getting,-1
not worth the price,0
nothing,0
nothing a case ca n't fix it,1
nothing at all,0
nothing bad to say is just as advertised would buy another product from company,1
nothing received,0
nothing to say,0
nothing worked,-1
nothing your charger ca n't fix,0
now,0
now 5 months later the phone starts giving me troubles,-1
now apple associate calls it a `` dead unit,0
now contact this seller you wont be disappointed,1
now even lighter,1
now i 'm stuck with something i 've spent a lot of money for,-1
now i ca n't imagine living without it,1
now i can not use it,-1
now i figured that iphone 's battery does n't work properly _—– dries out very fast,-1
now i find myself at amazon looking for an iphone with a larger screen to make it easier to navigate,1
now i lose all of that,-1
now i traveled with the iphone out of us,0
now i will go to united state in the next month,0
now it 's become almost indispensable with my business,1
now it dies even at 40 %,-1
now it is not turning on,-1
now it tends to have a reliably strong connection,1
now its completely dead,-1
now my phone is n't working,-1
now on march 21it is worthless,-1
now that google maps is on the iphone,0
now that i 'm trying to return it,-1
now that i 've used so many different phones,0
now that i misplaced my ipad charger i have nothing to use,0
now the battery is not functioning well,-1
now the iphone,0
now they are telling me,0
now this phone goes flat after one day,-1
now two,0
now years outdated,-1
numbers are not there,-1
o love te phone,1
obviously they 've replaced good parts with generic parts,-1
obviously without cost for me,0
of all the smartphones out there today,0
of course the phone never made it,-1
off feels like you have to navigate through a maze of menu choices until you finally get to where you want to be,-1
offline,0
ois for video,0
ok,1
ok,0
ok,0
ok,0
ok,0
ok,0
ok,0
ok,0
ok,1
ok,1
ok,0
ok yes the phone is exactly what it said it would be,1
okay,0
older,0
omg,0
on,0
on as i only touched the surface of why this phone is pathetic,-1
on buying higher memory size,0
on ios,0
on july last year,0
on monday it turned off randomly couple times,-1
on reality it was used,-1
on the,0
on the bright side i got a brand-new battery they did a diagnostic to see if there 's anything else wrong with it,1
on the iphone 5 the back is n't glass like the iphone 4,1
on the other hand,0
on the seller,0
on time,1
on time,1
on time delivery as expected,1
on top of that ios 7,0
once i hunt a charger down it says it 's at 50 %,-1
once i put a protective case on,0
once i showed my family,0
once ya go mac,0
one for my wife over the past two years,0
one for myself,0
one main feature every phone should have is great reception,0
one moment it will be at 40 % then 5 min later 4 %,-1
one month later it says `` searching '',-1
one of my iphones ' the screen does n't work after a few week using without any damage,-1
one of the best small-screened phones ever built by apple,1
one of the newer ones,0
one of the old galaxy phones,0
one reason i was nervous about switching to iphone was that my calendar,0
one second it went to 1 %,-1
one thing to mention,0
one week only served when received from time not worked therefore need the return my money,0
one year later for my wife a major component does not work,-1
only a few scrapes on the edges,1
only because for giant man fingers the iphone 5 is a tad small for typing,-1
only charged while this off,-1
only faster with big savings,1
only flaw was a tiny part of the screen did n't work,-1
only learned it was a 5 when i brought it to the store to have my plan changed for this phone,-1
only makes it,0
only the first 9 apps are visible unless you open the folder,-1
only thing i wished was that i bought one with more storage as i take a lot of pictures,-1
only thing is the battery dies super fast it take four -8 hours to get to 100 %,-1
only thing it does n't have,-1
only to see some not so good ones,0
only took 4 days to travel across the country ( united states ),0
only view it,0
opened,0
opened,0
opened items,0
operating system support install new applications,0
optimized,1
ordered it myself,0
ordered new iphone,0
organized,0
organizes them in a computer,0
original box,0
original item thanks,1
original one,1
os/interface,0
other aspects,0
other blue,0
other bluetooth compatible devices,0
other fine,0
other issues,-1
other people might think differently,0
other than that,0
other than that,0
other than that everything is good,1
other than that great,1
other than that it was great,1
other than that it works,1
other than the battery being a little sketchy its been a great phone,1
otherwise a good performing product,1
otherwise everything seems fine,1
otherwise great job,1
otherwise great phone,1
otherwise it 's perff,1
otherwise the phone is in perfect condition with no scratches,1
otherwise this thing is build like a brick,1
out of box the battery is bad,-1
out of warranty that i should have bought extended warranty,0
outlet adapter,0
over a million were sold,0
over the past six months with much aggravation trying to redirect my brain to not hate this phone i keep finding reasons to like it,1
over time,0
overall,0
overall,0
overall,0
overall,0
overall it was a horrible choice,-1
overall satisfied purchase,1
overall this phone has made my connections with people in life simpler,1
overall very pleased,1
overheats like crazy,-1
overlay skins ( except for the nexus phones ),0
overpriced pice of technology,0
owning the iphone 5 has improved my day-to-day functions,1
pages,0
pages loading,0
paid 200,0
paid for an iphone 5,0
panoramic photos,0
part number on the box,0
parts are moving within the phone,-1
parts thereof they are very expensive,-1
password,0
pathetic,-1
pay,0
people who happen to pick up my phone ca n't believe how light it is,1
per say,0
perfect,1
perfect,1
perfect,1
perfect,1
perfect,1
perfect,1
perfect,1
perfect,1
perfect,1
perfect,1
perfect,1
perfect,1
perfect,1
perfect,1
perfect arrival time the phone came quickly minimal scratches flawless screen overall very impressed,1
perfect as described,1
perfect camera shot every time,1
perfect condition,1
perfect condition,1
perfect measure,1
perfect phone,1
perfect phone for my son 's gift,1
perfect phone thnx a lot,1
perfect to buy at this seller,1
perfectly deserves the price,1
perfectly sized,1
performance,1
performance,0
performance is excellent,1
perhaps the s2,0
personally i do n't mind just because everything else about the phone is perfect the was no scratches,0
pffff i 'm very disappointed,-1
phine arrived in good shape,1
phone,0
phone,0
phone,0
phone a similar feel,0
phone arrived before estimated shipping date,1
phone calls,0
phone came fairly fast,1
phone came in great condition,1
phone came in on time just as expected,1
phone did not charge total waste of my time very disappointed,-1
phone did not work as advertised,-1
phone does not work entirely as stated in description,-1
phone doesnot charge,-1
phone has craks,-1
phone has heavy scratches,-1
phone has many problems the battery is my main problem now not happy about it,-1
phone has to have had water damage/damage to battery,-1
phone is all right,1
phone is closing when battery is at 50 percent,-1
phone is freezing,-1
phone is in a very good condition though,1
phone is in great condition,1
phone is unlocked,0
phone kept cutting off,-1
phone l looks nice,1
phone looks amazing i am well satisfied could not got a better deal,1
phone meet expectation,1
phone only worked for 2 months i would n't give a star,-1
phone performance is not good,-1
phone quality is perfect as new though i bought an used one,1
phone stopped working in less than 2 months of having it,-1
phone used no garanty,-1
phone was as described,1
phone was delivered in 2 days as promised,1
phone was described well,1
phone was exactly as described,1
phone was fine,1
phone was fine,1
phone was in good condition,1
phone was in good shape,1
phone was in great condition as described,1
phone was n't that fast,-1
phone was perfectly fine,1
phone was perfectly fine,1
phone was shipped quickly,1
phone was unlocked,1
phone works as expected,1
phone works fine,1
phone works fine,1
phone works great,1
phone works great,1
phone works great,1
phone works great,1
phone works well,1
phone works well,1
phone works well,1
photography,0
photos,0
photos are often blurry,-1
phrases which siri made,0
physical camera button ( volume up ),1
pics come out so nice much better than my old iphone4s the color is great,1
picture quality responsive sleek design front,1
plan on downloading lots of stuff ( movies,0
plastic,0
play rugby,0
play them through my car speakers via ford sync,1
pleaded with at & t to re-enstate my account with them,-1
please,0
please,0
please,0
please be truthful to your customers next time,-1
please do n't buy this false advertising,-1
please find another seller,-1
please i need help me the procedure for the return because here in venezuela the phone,-1
pleased with the purchase,1
plenty of memory,1
pocket-friendly with the boost ? i 've lived without a battery boosting case since purchase a 5 months ago,0
politely,1
poo,0
poor color reproduction,0
poor work,-1
power adapter looked good,1
powerful,1
powerful light beautiful what else ? ? there is no comparison `` loving it 's so easy,1
powervr sgx 543 gpu,0
practically brand new,1
prefer t9 style,0
preorderiphone6,0
presenting problem,-1
press it,0
pressure,0
pretty clean device its not bad at all excellent cosmetic condition,1
pretty good,1
pretty good,1
previously i ordered the 5,0
probably not more than five feet away from you right now,0
problem free,1
produce a brand new app,0
product arrived quickly,1
product as described,1
product as described,1
product as described,1
product is brand new,1
product quality,0
product was just as described,1
prompt delivery,1
prompt shipping,1
promptly,0
pros,1
pros,0
pros,0
pros,0
pros,0
pros,0
proved to be another model that serves me argentina,-1
purchased for grandson,0
pure android feels simple,1
purse,0
push it across the surface,0
put to the test i realized that the screen is defective,-1
putting aside this,0
putting it down is hard,0
quality,1
quality i expected,1
quality of the phone very good,1
quality of the product,0
quantity over quality,0
quick mail access,1
quickly draining battery,-1
quit my plan,0
r,0
ran out of battery very quick,-1
rather than get another s4 i decided to give the iphone a chance,0
rattles,0
reach the company,0
realized i got a 32gb instead of the 16gb,1
really good,1
really good,1
really good phone,1
really high-end,1
really like it,1
really looked into the windows phone,0
really skinny,1
really very nice piece,1
rear camera,0
rear facing camera function cons,1
rebirth,0
receive the unit in very good condition,1
received a blue samsung galaxy iii,0
received a refurbished one,-1
received an iphone 5s,0
received my iphone,0
received on time,1
received the phone in march 2015,0
received what it says,1
received what was advertised,1
receiving the iphone 5 was an exciting experience,1
recently got a 5s,0
recomended,1
recommend,0
recommend it to everyone,1
recommend this seller,1
recommend to others highly,1
recommended,1
recommended,1
ref_=cm_cr_ryp_prd_ttl_sol_0,0
refurbished,0
refurbished,0
refurbished,-1
refurbished iphone 5 bought from tailwind international,-1
regardless i 'm still really happy with my new iphone,1
regardless of what you think about the iphone product,0
reliability/warranty,1
reliable,1
reliable charging cords that i bought online,0
remanufactured,0
remove the cloud device,-1
replace it with a battery from another phone to do a hard reset so i could return it,-1
replacement phone for my daughter,0
replacement up to 100 days,0
replaces my previous one perfectly,1
required an additional $ 80 investment to get new chip,-1
requires a charge,-1
respectively,0
responsible,1
responsible,1
responsible price,1
rest assured,0
restart itself,-1
restarting from day one,-1
restarting several times,-1
return because i have a trip to nepal visit my family,0
returned it after i spent my vacation phoneless,-1
returning this asap,-1
ridiculous,-1
right now,0
right now it 's only 300 dollars,0
right now that 's phone is not working,-1
right on cue after it was completely set up - the battery died,-1
right out of the box it worked great,1
ring her friends,0
ring/silent switch does n't work,-1
ringing my friend to order me a cd,0
rip off,-1
rip steven jobs,0
run away as fast as you can,-1
running,0
running,0
s4,0
s4,0
s4,0
s4,0
s4,0
s4 are both great options,0
s4 google edition phones on their play store,0
s4 if you absolutely want a 1080p display,0
s4 tends to heat up more too,-1
sad face,-1
safe,1
safe item,1
said it is brand,0
said no such thing of a crack back glass near camera,-1
said we are sorry,-1
same quality,1
samsung,0
samsung does have the advantage of having different apps for my gmail account,1
samsung galaxy s4 - qualcomm snapdragon 600 1,0
samsung is proving a worthy competitor,0
samsung s4 does a much better job with their software,1
satisfactory,1
satisfied,1
satisfied,1
satisfied customer,1
satisfied with the purchase,1
saudi arabia,0
saw all the other negative reviews,0
saw some positive ones so i took a shot in the dark,0
scam,-1
scam do not buy,-1
scratched up in spots,-1
scratches,-1
scratches observed lot on top view,-1
screen light keeps blinking at 100 %,-1
screen not responding to touch,-1
screen size,0
se l put four red stripes,0
sealed in its box,1
second the vibrator does not work on it,-1
secure operating system that allows you to manage privacy controls,1
securely registered,0
see all previous messages,1
see any major drawbacks,0
see my cons section below,0
see settings more than once in several menus,-1
see what i did there ? ) anyways,0
seems does n't look new,-1
seems to have bad connectivity,-1
seems to me like it was a trick,-1
seems to me to require recharging too often,-1
seems to work just fine,1
sell a crappy product,-1
seller,0
seller,0
seller advertised product as follows `` this brand new iphone 5 16gb white phone comes in original box from apple with all original accessories in the box '' the box had a piece of paper stock on the original product spec on the box,0
seller came through,0
seller is great,1
seller was very helpful,1
send me 5,0
sends texts faster,1
sensor,0
sent feed back to seller on first issue,0
sent it overseas to my brother,0
sent it to an apple authorized technician,0
separately,0
serve you right,0
service,0
set it up,0
several game apps come in handy to keep them occupied while you are busy,1
several times a day,0
severe problems in order to charge the battery since the day i received the phone,-1
sf volt,0
shame on you,-1
shape,0
shape is ok no scratch,1
sharp,0
shatter by means of even light impacts,-1
shattered the screen,-1
shazam,0
she absolutely loves the phone even though she is not a power,1
she can even compare stats between kobe bryant,1
she has n't put it down since she got it on xmas,1
she is doing,0
she is poasting away,1
she knows my birthday,1
she loves it,1
she loves it,1
she was really happy using this phone,1
she will reply,0
shipped fast,1
shipped fast a great experience,1
shipped on time - before than i expected -,1
shipped super fast,1
shipped very fast,1
shipped very fast love love love the phone_™ê«,1
shipping,0
shipping was also super fast,1
shipping was fast,1
shipping was not timely,-1
shipping was on time,1
shop very serious when it comes to return the product,1
should i take it to am apple store ?,0
should n't have to do this for a $ 300+ phone,-1
shouldnt buy this,-1
showed me the phone was used,-1
shows clear evidence of third party modifications,-1
shuts off,-1
side the phone itself is fine,1
signs of wear,0
silver,0
simple,0
simple simple simple,1
simple software,1
simple tasks it 's ok,1
simple to pose with your friends,0
simple to use,1
simplicity,1
simplicity sells,1
simply because i do n't do many advanced things on my phone anyways,0
simply unacceptable,-1
simply used,0
since he was reluctant to refund me,-1
since i 've switched back to iphone 5,0
since it does not work every time,-1
since my samsung galaxy s3 died,0
since ordering from amazon,0
since ordering from amazon,0
since the device is so popular,1
since the iphone 6 will be released 19th september am i ready to upgrade my phone,0
since the iphone has such great features one of the best is siri,1
since the product is already out of the peroid of 1 yr manufacture date,0
since then i 've not looked back,1
since they 're still selling the 5c now,0
since this phone is unlocked,0
sincerely,0
sir thank you for the i phone,1
siri,0
siri,0
siri has learned a bit more in 2013,0
siri is becoming less usefull,-1
siri is gimmicky garbage which ca n't hold a candle to google now,-1
siri versus google now is also something to compare,0
situations,0
six month later was a damage in the screen,-1
sleek design,1
sleeker with its new upgraded processor,1
slender man fingers to navigate the screen,1
slightly better battery life,1
slimmer,1
small things like this makes me hesitant to pay $ 600 for them right now,0
smaller bezel,1
smart phone does not work good,-1
smartest phone in market today,1
smoother touchscreen ( slippery ),1
so,0
so,0
so,0
so,0
so,0
so,0
so all is well,1
so bad,-1
so be prepared,0
so because i felt my nexus 4 is better than both the one,1
so confusing to use,-1
so didnt realize it till today,0
so disappointed i returned it after a week of using,-1
so dissapointed as in the description it says this is a brand new phone,-1
so easy to navigate,1
so far,0
so far i 'm not disappointed with the phone 's capabilities,1
so far i 've had the phone for a few days now,0
so far i used it two days,0
so far is working perfectly,1
so far is working well,1
so far no problems,1
so far so good,1
so far so good,1
so far so good really works fine in different countries,1
so far working great,1
so far works fine,1
so for a product review i do love this phone,1
so good,1
so good,1
so great phone,1
so he was not satisfied with it,-1
so i analyzed my options,0
so i bought an iphone that seems like un iphone,-1
so i ended up taking it to the apple store,0
so i for one welcome the new design,1
so i give 5 star to it,1
so i had to make an extra buy for use the phone,-1
so i know from personal experience that there is a lot of money out there,0
so i lost most of my info,-1
so i recommend you save your money,0
so i sold my iphone 4,0
so i started to email the seller,0
so i went home,0
so i would recommend people to buy items from this seller,1
so ignorant regarding technology,0
so in other words,0
so it 's brand new,1
so it 's not so easy to tell them apart,0
so it 's not too bad,0
so it is best to forget that this feature even exists,-1
so it is simple to use,1
so it is sometimes frustrating when dealing with it,-1
so it may not work properly with this iphone,-1
so lets go head to head,0
so light weighted,1
so like if this seller a three-star for not checking their phones very well,-1
so many functions,1
so now i have experience with both,0
so now i voice most of my texts,0
so please read the reviews first before u purchased,-1
so she purchased iphone 6,0
so thank you for that,1
so that my phone can install,1
so they have a couple cool features like the thumbprint unlock ? i just dont think its worth it unless your obsessed with little upgrades like that/technology,0
so this phone is awesome for me,0
so this review is really about purchasing an unlocked phone,0
so what are you waiting for,1
so when it was time to upgrade,0
so while the phone is neat,1
so would not ring,-1
so yeah that 's why i only gave it three stars,0
so yes,0
so you do n't have to read the whole thing,0
so you know it 's an iphone so it 's going to be really awesome,1
software,0
software,0
software is just as important,0
software optimization,1
software stabilization can only do so much,0
solid build,1
solve the problem,1
solve the problem,1
some defect product,-1
some love it,0
some may actually like getting all your emails in one app better,0
